ISO_WEEKSTARTDATE,ISO_WEEK,INF_ALL,SPEC_PROCESSED_NB,positivity_rate,temperature_C,humidity_pct,wind_speed_ms
2018-05-14,20,12,130,0.09230769230769231,27.71941964285714,39.71279761904762,3.4730133928571427
2018-05-21,21,6,116,0.05172413793103448,29.89754464285714,31.06770833333333,3.534799107142857
2018-05-28,22,5,137,0.0364963503649635,30.44300595238095,35.773065476190474,3.830453869047619
2018-06-04,23,12,128,0.09375,31.99129464285714,33.920386904761905,4.332723214285714
2018-06-11,24,9,141,0.06382978723404255,30.956473214285715,30.392857142857142,4.10421875
2018-06-18,25,7,134,0.05223880597014925,31.615401785714283,29.79092261904762,4.378980654761905
2018-06-25,26,8,98,0.08163265306122448,31.623809523809523,33.141369047619044,3.9201413690476192
2018-07-02,27,5,83,0.060240963855421686,32.39516369047619,34.26339285714286,3.864627976190476
2018-07-09,28,6,103,0.05825242718446602,32.41495535714286,32.95610119047619,4.282693452380952
2018-07-16,29,3,80,0.0375,31.543154761904763,33.213541666666664,3.99625
2018-07-23,30,1,101,0.009900990099009901,31.528869047619047,36.91592261904762,4.145580357142857
2018-07-30,31,2,99,0.020202020202020204,31.254538690476192,38.39434523809524,3.803251488095238
2018-08-06,32,4,88,0.045454545454545456,31.753050595238093,39.59375,4.063921130952381
2018-08-13,33,6,91,0.06593406593406594,30.96934523809524,37.69047619047619,4.034866071428572
2018-08-20,34,15,102,0.14705882352941177,31.903125,34.677083333333336,4.032284226190476
2018-08-27,35,18,147,0.12244897959183673,31.583035714285717,40.87053571428572,3.447403273809524
2018-09-03,36,9,124,0.07258064516129033,31.68199404761905,38.82514880952381,3.470334821428572
2018-09-10,37,12,154,0.07792207792207792,30.8828125,40.04389880952381,3.173058035714286
2018-09-17,38,12,113,0.10619469026548672,30.636755952380952,38.48809523809524,3.103690476190476
2018-09-24,39,9,133,0.06766917293233082,29.99129464285714,35.546875,3.3233928571428573
2018-10-01,40,13,125,0.104,28.39806547619048,36.97991071428572,3.144345238095238
2018-10-08,41,24,136,0.17647058823529413,27.323139880952382,40.73363095238095,3.3173809523809523
2018-10-15,42,43,171,0.25146198830409355,25.58020833333333,52.06101190476191,2.805520833333333
2018-10-22,43,42,176,0.23863636363636365,25.027455357142856,54.46577380952381,3.094866071428572
2018-10-29,44,34,226,0.1504424778761062,21.722247023809523,56.54538690476191,3.2059895833333334
2018-11-05,45,43,233,0.18454935622317598,21.983184523809527,62.81547619047619,2.966897321428571
2018-11-12,46,57,254,0.22440944881889763,21.02172619047619,63.37053571428572,3.4621056547619045
2018-11-19,47,84,315,0.26666666666666666,20.100669642857145,62.41294642857143,3.3720461309523806
2018-11-26,48,41,282,0.1453900709219858,19.575,65.36309523809524,3.3350669642857143
2018-12-03,49,60,326,0.18404907975460122,19.335863095238096,61.49553571428572,3.4700074404761905
2018-12-10,50,50,304,0.16447368421052633,19.19441964285714,63.363839285714285,3.239813988095238
2018-12-17,51,39,268,0.1455223880597015,17.617931547619047,60.24702380952381,3.272938988095238
2018-12-24,52,31,235,0.13191489361702127,17.317708333333332,54.95089285714285,3.5948214285714286
2018-12-31,1,42,309,0.13592233009708737,18.23407738095238,56.24181547619048,3.757507440476191
2019-01-07,2,37,240,0.15416666666666667,17.482068452380954,50.85565476190476,3.846488095238095
2019-01-14,3,46,305,0.15081967213114755,17.04047619047619,50.85639880952381,3.875111607142857
2019-01-21,4,44,273,0.16117216117216118,19.394270833333334,51.47916666666666,3.487596726190476
2019-01-28,5,54,336,0.16071428571428573,18.878794642857144,58.72470238095238,3.591919642857143
2019-02-04,6,50,344,0.14534883720930233,18.409449404761904,55.770089285714285,3.899717261904762
2019-02-11,7,51,334,0.15269461077844312,17.556250000000002,58.364583333333336,4.220267857142857
2019-02-18,8,56,340,0.16470588235294117,17.194717261904763,50.34449404761904,3.9757291666666665
2019-02-25,9,66,398,0.1658291457286432,19.291815476190475,46.734375,4.470699404761905
2019-03-04,10,57,333,0.17117117117117117,18.16502976190476,44.861607142857146,4.045022321428571
2019-03-11,11,61,330,0.18484848484848485,20.16220238095238,48.26116071428572,4.454270833333333
2019-03-18,12,65,336,0.19345238095238096,21.52485119047619,45.60639880952381,4.034367559523809
2019-03-25,13,59,289,0.2041522491349481,21.674702380952382,47.66592261904762,4.726919642857143
2019-04-01,14,61,322,0.18944099378881987,22.818005952380958,46.59449404761905,4.136495535714286
2019-04-08,15,70,298,0.2348993288590604,24.00639880952381,48.62574404761905,3.7534300595238097
2019-04-15,16,50,299,0.16722408026755853,24.70892857142857,44.18452380952381,4.033340773809524
2019-04-22,17,40,263,0.1520912547528517,23.13854166666667,41.66889880952381,3.848244047619048
2019-04-29,18,28,249,0.11244979919678715,27.966964285714287,32.745535714285715,3.303950892857143
2019-05-06,19,27,201,0.13432835820895522,27.72172619047619,35.31324404761905,3.690662202380953
2019-05-13,20,21,190,0.11052631578947368,28.677232142857143,36.56919642857143,3.1754166666666666
2019-05-20,21,26,216,0.12037037037037036,28.534747023809523,42.254464285714285,2.850119047619048
2019-05-27,22,18,190,0.09473684210526316,30.76465773809524,36.63616071428572,3.2418601190476197
2019-06-03,23,18,177,0.1016949152542373,31.82395833333333,32.36607142857143,3.5402901785714285
2019-06-10,24,18,217,0.08294930875576037,31.952306547619045,31.20014880952381,4.308816964285715
2019-06-17,25,16,186,0.08602150537634409,31.72745535714285,30.464285714285715,4.281808035714286
2019-06-24,26,9,136,0.0661764705882353,32.80401785714286,30.057291666666664,3.5316369047619047
2019-07-01,27,4,154,0.025974025974025976,32.390327380952385,32.882440476190474,4.141339285714285
2019-07-08,28,2,147,0.013605442176870748,32.04159226190476,30.24255952380952,4.243184523809524
2019-07-15,29,5,153,0.032679738562091505,31.91912202380952,32.78422619047619,4.4366964285714285
2019-07-22,30,6,163,0.03680981595092025,32.375074404761904,34.754464285714285,3.994761904761905
2019-07-29,31,4,147,0.027210884353741496,32.0265625,36.00074404761905,3.701346726190476
2019-08-05,32,17,165,0.10303030303030303,30.94970238095238,40.42857142857143,4.346443452380952
2019-08-12,33,50,286,0.17482517482517482,30.97217261904762,39.43526785714286,4.195803571428571
2019-08-19,34,28,210,0.13333333333333333,31.53467261904762,39.36160714285714,3.38890625
2019-08-26,35,19,165,0.11515151515151516,31.996949404761903,36.23065476190476,3.2143824404761907
2019-09-02,36,19,178,0.10674157303370786,31.8546875,36.92931547619048,3.883058035714286
2019-09-09,37,18,158,0.11392405063291139,30.324776785714285,39.06994047619048,3.6521875
2019-09-16,38,20,149,0.1342281879194631,30.331175595238093,36.62425595238095,3.2382142857142857
2019-09-23,39,24,221,0.1085972850678733,29.461160714285715,43.113839285714285,3.1572693452380958
2019-09-30,40,29,194,0.14948453608247422,29.240625,43.98363095238096,3.070907738095238
2019-10-07,41,38,167,0.2275449101796407,28.237723214285715,43.532738095238095,3.14953125
2019-10-14,42,51,214,0.2383177570093458,27.01071428571429,44.00744047619048,3.0776041666666667
2019-10-21,43,82,256,0.3203125,25.708556547619047,45.32142857142857,3.1019419642857144
2019-10-28,44,98,304,0.3223684210526316,24.66309523809524,48.617559523809526,3.3734672619047616
2019-11-04,45,110,311,0.3536977491961415,24.12931547619048,48.02901785714286,2.8916294642857143
2019-11-11,46,137,367,0.37329700272479566,21.688541666666666,59.68377976190476,2.9980431547619046
2019-11-18,47,119,378,0.3148148148148148,18.48690476190476,59.11011904761905,3.272537202380952
2019-11-25,48,117,371,0.31536388140161725,20.49077380952381,59.12425595238095,2.90953125
2019-12-02,49,123,367,0.335149863760218,18.900074404761902,58.5,3.1732142857142858
2019-12-09,50,78,356,0.21910112359550563,19.554315476190474,62.53720238095238,3.253668154761905
2019-12-16,51,96,418,0.22966507177033493,16.5375,61.66666666666666,3.6169419642857146
2019-12-23,52,75,331,0.22658610271903323,17.23645833333333,55.16815476190476,3.3358705357142857
2019-12-30,1,60,305,0.19672131147540983,18.11376488095238,56.97991071428572,3.4517113095238097
2020-01-06,2,52,297,0.1750841750841751,15.12901785714286,60.502232142857146,4.020796130952381
2020-01-13,3,34,312,0.10897435897435898,15.960267857142856,49.49107142857143,3.759203869047619
2020-01-20,4,47,324,0.14506172839506173,14.499479166666667,56.19345238095238,4.326413690476191
2020-01-27,5,58,342,0.1695906432748538,15.686458333333333,52.87053571428572,3.3724107142857145
2020-02-03,6,34,288,0.11805555555555555,18.42142857142857,52.52604166666667,3.6330059523809526
2020-02-10,7,32,328,0.0975609756097561,16.500967261904762,48.84226190476191,4.0535491071428575
2020-02-17,8,39,323,0.12074303405572756,19.78950892857143,50.97916666666666,3.850818452380953
2020-02-24,9,41,327,0.12538226299694188,19.873883928571427,48.55952380952381,4.24936755952381
2020-03-02,10,48,354,0.13559322033898305,20.234895833333333,44.96875,3.7525
2020-03-09,11,35,344,0.10174418604651163,21.30252976190476,46.98065476190476,4.195654761904762
2020-03-16,12,12,214,0.056074766355140186,20.61875,56.648809523809526,4.242313988095238
2020-03-23,13,0,92,0.0,21.97016369047619,46.282738095238095,4.169129464285715
2020-03-30,14,0,22,0.0,23.823660714285715,44.380208333333336,3.7004017857142855
2020-04-06,15,0,12,0.0,25.661458333333336,40.34970238095238,4.079739583333334
2020-04-13,16,0,18,0.0,22.76748511904762,55.548363095238095,3.926875
2020-04-20,17,0,15,0.0,25.168526785714285,50.56175595238095,3.708482142857143
2020-04-27,18,0,4,0.0,26.39992559523809,44.34672619047619,4.041867559523809
2020-05-04,19,0,2,0.0,27.262127976190477,41.93601190476191,3.827008928571429
2020-05-11,20,0,9,0.0,28.9296875,34.59300595238096,3.300855654761905
2020-05-18,21,0,6,0.0,29.94702380952381,34.317708333333336,3.282366071428571
2020-05-25,22,0,7,0.0,29.29955357142857,35.276041666666664,4.160602678571428
2020-06-01,23,0,6,0.0,30.560044642857143,35.234375,4.203303571428571
2020-06-08,24,0,3,0.0,31.2078125,30.825892857142858,3.7866294642857135
2020-06-15,25,0,2,0.0,31.010416666666664,32.539434523809526,4.196681547619048
2020-06-22,26,0,1,0.0,31.084747023809523,28.610119047619047,4.293333333333333
2020-06-29,27,0,3,0.0,32.27849702380952,30.82514880952381,3.739590773809524
2020-07-06,28,0,2,0.0,32.16346726190476,31.938244047619047,3.826235119047619
2020-07-13,29,0,1,0.0,32.684151785714285,31.64657738095238,4.085200892857143
2020-07-20,30,0,1,0.0,32.26056547619048,41.907738095238095,3.691212797619048
2020-07-27,31,0,1,0.0,31.99516369047619,49.05877976190476,3.670029761904762
2020-08-03,32,0,1,0.0,30.754985119047618,45.02306547619048,4.184144345238096
2020-08-10,33,0,1,0.0,31.031101190476196,37.38764880952381,4.079077380952381
2020-08-17,34,0,1,0.0,31.658630952380957,35.710565476190474,3.702395833333333
2020-08-24,35,0,1,0.0,31.382440476190474,38.05877976190476,3.6615625
2020-08-31,36,0,1,0.0,31.34903273809524,37.33110119047619,3.240558035714286
2020-09-07,37,0,1,0.0,31.21436011904762,36.961309523809526,2.9818229166666668
2020-09-14,38,0,1,0.0,30.71904761904762,35.41815476190476,3.0126934523809523
2020-09-21,39,0,2,0.0,29.840104166666663,35.27827380952381,3.4518526785714285
2020-09-28,40,1,4,0.25,28.549627976190475,37.94122023809524,3.181205357142857
2020-10-05,41,0,15,0.0,27.57180059523809,35.832589285714285,3.308087797619048
2020-10-12,42,0,16,0.0,26.022842261904763,34.098214285714285,3.0860193452380957
2020-10-19,43,0,64,0.0,24.778125,32.74330357142857,3.3692261904761907
2020-10-26,44,4,252,0.015873015873015872,24.11875,40.752232142857146,2.8394717261904763
2020-11-02,45,2,309,0.006472491909385114,23.424925595238093,47.42782738095238,3.0423660714285714
2020-11-09,46,9,379,0.023746701846965697,22.65877976190476,56.34970238095238,3.166599702380952
2020-11-16,47,6,338,0.01775147928994083,21.48526785714286,53.27232142857143,3.584828869047619
2020-11-23,48,3,266,0.011278195488721804,20.066443452380952,58.59375,3.2595684523809525
2020-11-30,49,2,211,0.009478672985781991,19.840625,66.53497023809524,3.1571056547619047
2020-12-07,50,2,215,0.009302325581395349,18.438244047619047,50.65252976190476,3.1528199404761903
2020-12-14,51,1,261,0.0038314176245210726,18.171949404761904,56.286458333333336,3.3524404761904765
2020-12-21,52,3,254,0.011811023622047244,17.516964285714284,60.677083333333336,3.382135416666667
2020-12-28,53,3,254,0.011811023622047244,17.47924107142857,68.39360119047619,2.8193973214285712
2021-01-04,1,2,247,0.008097165991902834,17.238169642857144,67.58184523809524,2.860126488095238
2021-01-11,2,7,232,0.03017241379310345,16.594568452380955,54.82886904761905,3.406778273809524
2021-01-18,3,3,298,0.010067114093959731,16.394642857142856,46.18229166666666,3.799077380952381
2021-01-25,4,4,249,0.01606425702811245,18.17619047619048,48.59598214285714,3.6018526785714284
2021-02-01,5,1,286,0.0034965034965034965,18.480654761904763,55.66964285714285,3.7949181547619046
2021-02-08,6,6,273,0.02197802197802198,18.20431547619048,56.31026785714286,3.185245535714286
2021-02-15,7,3,233,0.012875536480686695,18.671949404761904,51.23139880952381,4.15640625
2021-02-22,8,4,218,0.01834862385321101,17.98348214285714,55.58035714285714,4.118035714285714
2021-03-01,9,1,190,0.005263157894736842,19.964285714285715,47.54985119047619,3.9936681547619046
2021-03-08,10,1,201,0.004975124378109453,22.56934523809524,39.82663690476191,3.682433035714285
2021-03-15,11,2,184,0.010869565217391304,24.07150297619048,38.270089285714285,3.734174107142857
2021-03-22,12,0,141,0.0,24.4296875,35.677083333333336,4.4583184523809525
2021-03-29,13,0,207,0.0,23.00639880952381,36.480654761904766,4.303474702380952
2021-04-05,14,1,159,0.006289308176100629,24.60751488095238,34.489583333333336,3.9211979166666655
2021-04-12,15,0,95,0.0,24.83266369047619,41.12127976190476,3.9032589285714288
2021-04-19,16,0,94,0.0,27.42983630952381,32.71949404761905,3.0552083333333333
2021-04-26,17,0,75,0.0,26.71964285714286,42.02455357142857,3.1843898809523807
2021-05-03,18,0,65,0.0,27.8,36.94791666666666,3.2170610119047622
2021-05-10,19,0,54,0.0,29.75171130952381,32.075892857142854,3.3452232142857143
2021-05-17,20,0,61,0.0,30.653645833333336,30.87648809523809,3.5026041666666665
2021-05-24,21,0,90,0.0,30.859598214285715,30.94122023809524,3.5329464285714285
2021-05-31,22,1,77,0.012987012987012988,32.08891369047619,30.013392857142858,3.825498511904762
2021-06-07,23,4,95,0.042105263157894736,31.682961309523808,29.41443452380953,4.451011904761905
2021-06-14,24,5,100,0.05,30.93653273809524,30.08333333333333,4.600885416666666
2021-06-21,25,14,84,0.16666666666666666,31.764732142857145,28.85044642857143,3.775498511904762
2021-06-28,26,18,98,0.1836734693877551,32.73251488095238,31.656994047619047,3.572098214285714
2021-07-05,27,6,79,0.0759493670886076,32.672916666666666,31.51339285714285,3.7273958333333335
2021-07-12,28,3,60,0.05,32.32581845238095,36.40848214285714,4.008169642857143
2021-07-19,29,1,70,0.014285714285714285,31.32700892857143,47.36235119047619,3.948407738095238
2021-07-26,30,3,77,0.03896103896103896,31.94761904761905,42.879464285714285,3.733943452380952
2021-08-02,31,0,71,0.0,32.167782738095234,37.21279761904762,3.642433035714286
2021-08-09,32,1,94,0.010638297872340425,32.516443452380955,35.67857142857143,3.6851413690476194
2021-08-16,33,0,92,0.0,31.6171875,37.82738095238096,3.495119047619048
2021-08-23,34,0,73,0.0,32.58363095238095,36.15922619047619,3.591622023809524
2021-08-30,35,0,92,0.0,32.119419642857146,36.12351190476191,3.1496354166666665
2021-09-06,36,2,78,0.02564102564102564,31.017261904761902,36.890625,4.037849702380952
2021-09-13,37,3,93,0.03225806451612903,29.37202380952381,38.01934523809524,3.886815476190476
2021-09-20,38,2,81,0.024691358024691357,29.22485119047619,38.29166666666666,3.5119122023809526
2021-09-27,39,3,72,0.041666666666666664,28.320833333333333,39.64434523809524,3.4307291666666666
2021-10-04,40,5,114,0.043859649122807015,28.33690476190476,43.517113095238095,3.4565104166666667
2021-10-11,41,4,105,0.0380952380952381,27.738913690476192,35.93824404761905,3.4383705357142857
2021-10-18,42,3,121,0.024793388429752067,25.766741071428573,42.38095238095238,3.705052083333333
2021-10-25,43,4,107,0.037383177570093455,25.02470238095238,43.78645833333333,3.117470238095238
2021-11-01,44,10,114,0.08771929824561403,23.94181547619048,44.50744047619048,2.782328869047619
2021-11-08,45,12,162,0.07407407407407407,21.9640625,44.63020833333333,3.1755208333333336
2021-11-15,46,19,134,0.1417910447761194,21.490699404761905,52.88169642857143,3.295625
2021-11-22,47,18,186,0.0967741935483871,21.265476190476196,50.61979166666666,3.298005952380952
2021-11-29,48,14,157,0.08917197452229299,19.837872023809524,46.78125,3.212455357142857
2021-12-06,49,12,156,0.07692307692307693,18.75483630952381,46.80357142857143,3.2153348214285717
2021-12-13,50,16,209,0.07655502392344497,18.89002976190476,50.49032738095238,3.3291294642857143
2021-12-20,51,11,156,0.07051282051282051,17.877901785714286,54.42113095238096,3.6942931547619047
2021-12-27,52,6,167,0.03592814371257485,17.000520833333333,66.68303571428571,3.415580357142857
2022-01-03,1,5,121,0.04132231404958678,16.008407738095237,65.48139880952381,3.278653273809524
2022-01-10,2,7,105,0.06666666666666667,18.03995535714286,61.32663690476191,3.3445758928571427
2022-01-17,3,4,109,0.03669724770642202,14.71502976190476,58.28497023809524,3.810193452380952
2022-01-24,4,2,81,0.024691358024691357,16.204092261904762,49.98214285714286,3.642313988095238
2022-01-31,5,2,99,0.020202020202020204,17.409002976190475,52.08854166666666,4.313013392857143
2022-02-07,6,0,82,0.0,17.28936011904762,49.87723214285714,3.794903273809524
2022-02-14,7,1,73,0.0136986301369863,18.52075892857143,49.29389880952381,3.701004464285714
2022-02-21,8,3,72,0.041666666666666664,19.766666666666666,47.38690476190476,3.813809523809524
2022-02-28,9,1,49,0.02040816326530612,21.453348214285715,45.73288690476191,3.666235119047619
2022-03-07,10,3,65,0.046153846153846156,22.882961309523807,42.895833333333336,4.243028273809524
2022-03-14,11,0,48,0.0,19.13653273809524,43.56324404761904,4.407834821428572
2022-03-21,12,2,60,0.03333333333333333,21.047098214285715,41.81547619047619,4.460796130952382
2022-03-28,13,1,37,0.02702702702702703,23.277306547619048,30.011160714285715,3.3967857142857145
2022-04-04,14,2,52,0.038461538461538464,26.207589285714285,28.223214285714285,3.3569270833333333
2022-04-11,15,9,80,0.1125,26.5390625,34.32440476190476,3.6588988095238095
2022-04-18,16,1,76,0.013157894736842105,26.6671875,35.41294642857143,3.6382142857142856
2022-04-25,17,2,50,0.04,25.77425595238095,48.64732142857143,3.517418154761905
2022-05-02,18,1,42,0.023809523809523808,27.3328125,37.41889880952381,3.8530580357142856
2022-05-09,19,6,86,0.06976744186046512,28.195833333333333,29.82142857142857,4.048348214285714
2022-05-16,20,9,68,0.1323529411764706,29.609523809523807,28.96577380952381,3.982224702380953
2022-05-23,21,20,88,0.22727272727272727,29.096577380952382,31.466517857142858,4.102894345238095
2022-05-30,22,21,119,0.17647058823529413,30.591517857142858,28.797619047619047,3.5423065476190474
2022-06-06,23,50,225,0.2222222222222222,31.996949404761903,29.332589285714285,3.4589136904761904
2022-06-13,24,32,267,0.1198501872659176,31.83467261904762,32.557291666666664,3.843125
2022-06-20,25,23,284,0.08098591549295775,31.720982142857142,35.87202380952381,3.7246800595238096
2022-06-27,26,19,313,0.06070287539936102,31.893377976190475,29.99330357142857,4.431785714285715
2022-07-04,27,7,169,0.04142011834319527,31.02247023809524,33.505208333333336,4.079546130952381
2022-07-11,28,13,187,0.06951871657754011,30.94427083333333,40.18154761904762,3.892306547619048
2022-07-18,29,8,241,0.03319502074688797,32.16867559523809,40.28497023809524,3.635565476190476
2022-07-25,30,4,111,0.036036036036036036,31.48474702380953,42.61681547619048,3.4976934523809526
2022-08-01,31,3,69,0.043478260869565216,31.52440476190476,49.58482142857143,3.386220238095238
2022-08-08,32,6,88,0.06818181818181818,32.22559523809524,46.59077380952381,3.949278273809524
2022-08-15,33,25,159,0.15723270440251572,31.894717261904763,43.664434523809526,3.4596354166666665
2022-08-22,34,19,133,0.14285714285714285,31.22782738095238,36.610863095238095,3.597834821428571
2022-08-29,35,16,162,0.09876543209876543,31.37708333333333,34.920386904761905,3.109650297619048
2022-09-05,36,14,168,0.08333333333333333,31.55,35.87723214285714,3.4090104166666664
2022-09-12,37,48,299,0.1605351170568562,30.607142857142858,36.01190476190476,3.3971056547619045
2022-09-19,38,28,231,0.12121212121212122,29.319642857142856,38.863839285714285,3.571517857142857
2022-09-26,39,43,291,0.14776632302405499,28.049627976190475,35.026041666666664,3.330922619047619
2022-10-03,40,48,351,0.13675213675213677,28.003869047619048,37.680059523809526,3.071748511904762
2022-10-10,41,96,473,0.2029598308668076,26.516964285714288,38.235863095238095,3.04891369047619
2022-10-17,42,102,505,0.201980198019802,26.082217261904763,38.49553571428572,3.0063839285714287
2022-10-24,43,146,613,0.23817292006525284,25.21547619047619,43.69419642857143,2.813802083333333
2022-10-31,44,147,571,0.2574430823117338,24.21220238095238,47.14732142857143,3.2749925595238096
2022-11-07,45,141,591,0.23857868020304568,23.496354166666663,50.27455357142857,3.1193973214285715
2022-11-14,46,115,571,0.20140105078809106,22.12671130952381,57.90104166666666,3.336116071428572
2022-11-21,47,68,445,0.15280898876404495,20.7703125,55.90699404761904,3.037061011904762
